seniorcitizen,tenure,monthlycharges,gender_male,partner_yes,dependents_yes,phoneservice_yes,multiplelines_yes,internetservice_fiber_optic,internetservice_no,onlinesecurity_yes,onlinebackup_yes,deviceprotection_yes,techsupport_yes,streamingtv_yes,streamingmovies_yes,contract_one_year,contract_two_year,paperlessbilling_yes,paymentmethod_credit_card_(automatic),paymentmethod_electronic_check,paymentmethod_mailed_check,paymentmethod_credit_card
0,1.1982219904659115,0.8515014094582878,1,0,0,1,1,1,0,1,1,1,0,0,0,0,0,0,,0,0,0.0
0,-1.2364625048858033,0.5042861484510788,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,,1,0,0.0
0,-0.8306817556605175,-1.5079089593859372,1,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,,0,0,0.0
0,-1.277040579808332,-1.3309945168727402,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,,1,0,0.0
1,0.14319204248016842,1.0432965060146508,1,1,0,1,1,1,0,0,1,0,0,1,1,0,0,1,,1,0,0.0
0,-0.30316678166764593,-0.3257236659566304,1,1,1,1,1,0,0,0,0,0,1,0,0,1,0,1,,0,1,0.0
0,-0.6277913810478746,0.13392320337672245,0,0,0,1,1,0,0,0,0,1,1,1,0,0,0,1,,0,1,0.0
0,-1.277040579808332,0.49436571242230154,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,,1,0,0.0
1,0.7924412412406258,1.3276823388396028,1,1,0,1,1,1,0,0,1,1,0,1,1,1,0,1,,0,0,0.0
0,-0.059698332132474476,-1.4533465612276615,0,1,1,1,0,0,1,0,0,0,0,0,0,0,1,0,,0,1,0.0
0,-0.790103680737989,0.171951541487036,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,,1,0,0.0
0,1.0359096907757972,0.11408233131916784,0,1,0,1,1,0,0,1,0,0,1,0,1,1,0,1,,1,0,0.0
0,-0.9929940553506318,-1.4814544633091975,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,,0,0,0.0
0,-1.277040579808332,-1.3243808928535554,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,0,1,0.0
1,0.7518631663180971,0.9606262057748391,1,0,0,1,0,1,0,0,0,1,0,1,1,1,0,1,,0,0,0.0
0,1.3199562152334972,-1.491374899337975,1,1,1,1,0,0,1,0,0,0,0,0,0,0,1,1,,0,0,1.0
0,-0.38432293151270314,-0.30257598188948326,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,,0,0,0.0
0,-0.8712598305830461,0.3405989539762516,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,,1,0,0.0
0,0.06203589263511127,1.1739155803935533,0,1,0,1,1,1,0,0,0,1,0,1,1,0,0,1,,1,0,0.0
0,0.30550434217028277,-1.49798852335716,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,,0,0,1.0
0,-1.1958844299632747,-0.3819394701197024,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,,0,0,1.0
1,1.441690440001083,1.0234556339570962,1,0,0,1,1,1,0,0,1,1,0,0,1,0,0,1,,1,0,0.0
0,1.4822685149236117,-0.8548135874914251,1,1,1,0,0,0,0,1,0,1,1,0,0,0,1,0,,0,1,0.0
0,0.14319204248016842,-1.478147651299605,0,1,1,1,0,0,1,0,0,0,0,0,0,0,1,0,,0,0,0.0
0,-1.155306355040746,-1.469880621275624,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,,0,0,0.0
1,-0.9929940553506318,0.5390076745517997,1,0,0,1,1,1,0,0,0,1,0,0,0,0,0,1,,1,0,0.0
0,-0.4654790813577603,0.47121802835515414,0,1,0,1,0,1,0,0,0,1,1,0,0,1,0,0,,1,0,0.0
0,1.52284658984614,0.13226979737192632,1,1,1,1,1,0,0,1,0,1,0,1,0,0,1,0,,0,0,1.0
0,0.30550434217028277,0.6580529068971283,0,1,1,1,1,1,0,0,0,1,1,0,0,0,0,1,,1,0,0.0
0,1.0359096907757972,-1.3309945168727402,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,1,,0,0,1.0
0,0.4272385669378685,0.5042861484510788,1,1,0,1,1,0,0,1,0,1,0,1,1,1,0,1,,1,0,0.0
1,1.2793781403109687,1.059830566062613,0,1,0,1,0,1,0,1,1,1,0,0,1,1,0,0,,0,0,0.0
0,-0.9929940553506318,0.33233192395227046,1,1,0,1,0,1,0,1,0,0,0,0,0,0,0,1,,0,1,0.0
0,0.7924412412406258,-0.23147952368324504,0,0,0,1,0,0,0,1,0,1,1,0,0,1,0,0,,0,0,1.0
0,-0.2220106318225888,0.6696267489307022,1,1,1,1,1,1,0,0,1,0,1,0,0,0,0,1,,0,0,1.0
0,-0.8306817556605175,0.6464790648635548,0,1,1,1,1,1,0,0,1,1,0,0,0,0,0,1,,1,0,0.0
0,-0.9524159804281033,-1.4814544633091975,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,,0,0,0.0
1,-1.155306355040746,0.17360494749183214,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,,1,0,0.0
1,-1.155306355040746,0.314144457899512,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,,1,0,0.0
0,1.6040027396911973,0.7324561771129587,1,1,0,1,1,0,0,1,1,1,1,1,1,0,1,1,,0,0,0.0
0,-1.074150205195689,-1.173920946417098,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,0,0,0.0
0,-1.277040579808332,0.1702981354822394,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,,1,0,0.0
0,-1.277040579808332,-1.5161759894099185,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,,0,1,0.0
0,-0.790103680737989,0.3720136680673802,0,1,0,1,1,0,0,1,1,0,1,1,0,0,0,1,,1,0,0.0
1,0.5895508666279828,0.1851787895254056,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,,0,0,0.0
1,-0.34374485659017456,1.256585880633365,1,0,0,1,1,1,0,0,1,1,0,1,1,0,0,1,,0,0,1.0
0,-0.34374485659017456,-1.350835388930295,1,1,1,1,1,0,1,0,0,0,0,0,0,0,1,1,,0,0,0.0
0,1.4011123650785544,-1.2846991487384458,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,1,,0,1,0.0
0,1.0764877656983258,0.3902011341201386,1,1,1,1,0,0,0,0,1,1,1,1,1,1,0,0,,0,0,1.0
0,0.67070701647304,-0.42327462023960827,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,,0,0,1.0
0,1.5634246647686687,0.6778937789546833,1,1,1,1,0,0,0,1,1,1,1,1,1,0,1,0,,0,0,0.0
1,1.2793781403109687,1.454994601208913,0,0,0,1,1,1,0,1,0,1,1,1,1,0,0,1,,0,0,0.0
0,0.9953316158532686,-0.1719569075105807,1,1,0,1,0,0,0,1,1,0,1,0,0,0,1,1,,1,0,0.0
0,1.6040027396911973,-1.478147651299605,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,,0,0,1.0
0,-1.277040579808332,0.3306785179474743,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,,1,0,0.0
0,-0.4249010064352317,-0.32407025995183425,0,1,1,1,0,0,0,0,1,0,1,0,0,0,0,0,,1,0,0.0
0,0.183770117402697,0.49932593043668994,0,0,0,1,0,1,0,0,1,1,0,0,0,1,0,0,,1,0,0.0
0,-0.14085448197753164,0.6597063129019248,1,0,0,1,1,1,0,0,0,0,0,0,1,0,0,1,,1,0,0.0
0,0.5083947167829257,-0.3571383800477589,0,1,1,1,0,0,0,0,1,0,1,0,0,1,0,1,,0,0,1.0
0,-1.2364625048858033,-0.5075983264842161,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,,0,1,0.0
0,-0.2220106318225888,0.8333139434055293,0,1,0,1,1,1,0,0,0,1,0,0,1,0,0,0,,0,0,0.0
1,-0.4654790813577603,0.7142687110602003,1,1,0,1,0,1,0,0,0,1,0,1,0,0,0,0,,0,0,0.0
0,-1.1147282801182177,-0.6911263930165981,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,,0,0,1.0
0,1.2388000653884401,1.0747112201057794,0,0,0,1,1,1,0,0,1,0,0,1,1,0,1,0,,0,0,0.0
0,-0.4249010064352317,0.3587864200290101,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,,0,0,0.0
0,1.1576439155433829,1.0432965060146508,1,1,0,1,1,1,0,0,0,0,0,1,1,1,0,1,,0,0,0.0
0,-0.7495256058154603,-1.5079089593859372,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,,0,1,0.0
1,-0.7495256058154603,-0.6150697167959712,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,,1,0,0.0
0,0.5489727917054542,-1.3392615468967215,0,1,0,1,1,0,1,0,0,0,0,0,0,1,0,1,,0,0,0.0
0,0.8330193161631543,-1.5294032374482882,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,,0,1,0.0
0,0.5895508666279828,-1.4434261251988842,0,1,1,1,0,0,1,0,0,0,0,0,0,0,1,1,,0,0,0.0
0,-0.8306817556605175,0.6448256588587586,1,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,,1,0,0.0
0,1.3199562152334972,-1.2714719007000759,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,,0,0,0.0
0,-0.26258870674511736,0.6696267489307022,1,0,0,1,0,1,0,0,1,1,1,0,0,1,0,1,,1,0,0.0
0,-0.9929940553506318,-1.4814544633091975,1,1,1,1,0,0,1,0,0,0,0,0,0,0,1,0,,0,1,0.0
1,1.1170658406208545,0.22486053364051528,1,0,0,1,1,0,0,1,1,0,0,0,1,1,0,1,,1,0,0.0
0,-0.5060571562802889,1.0102283859187262,0,1,1,1,1,1,0,0,0,1,1,0,1,0,0,1,,0,0,0.0
0,-0.8306817556605175,-1.4483863432132729,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,1,,1,0,0.0
0,-1.155306355040746,-1.4798010573044011,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,,1,0,0.0
0,-1.155306355040746,-1.3458751709159065,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,0,1,0.0
0,-1.074150205195689,-1.307846832805593,1,1,1,1,1,0,1,0,0,0,0,0,0,0,1,0,,0,1,0.0
0,-1.1147282801182177,1.0432965060146508,1,0,0,1,0,1,0,0,0,1,0,1,1,0,0,0,,0,0,0.0
0,-1.2364625048858033,-1.4946817113475674,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,,0,1,0.0
0,1.5634246647686687,0.46791121634556143,1,1,0,1,0,0,0,0,1,1,1,1,1,0,1,1,,0,0,1.0
0,0.10261396755763985,-1.4847612753187902,1,1,1,1,0,0,1,0,0,0,0,0,0,1,0,0,,0,0,0.0
0,-0.30316678166764593,-1.4814544633091975,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,,0,1,0.0
0,1.2388000653884401,1.3177619028108254,1,1,1,1,1,1,0,0,1,1,0,1,1,0,1,1,,0,0,0.0
0,1.5634246647686687,0.6034905087388528,1,1,0,1,1,0,0,1,0,1,1,1,1,0,1,0,,1,0,0.0
0,1.1576439155433829,1.1391940542928325,1,1,0,1,1,1,0,1,0,1,1,1,0,0,0,0,,0,0,0.0
0,0.183770117402697,0.3356387359618627,0,1,1,1,0,0,0,1,1,0,0,1,1,1,0,0,,0,0,0.0
1,-1.277040579808332,0.34225235998104775,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,,0,0,0.0
0,0.67070701647304,0.314144457899512,0,0,0,1,0,0,0,0,0,1,1,1,1,0,1,1,,0,0,0.0
0,0.5083947167829257,-1.4583067792420503,0,1,1,1,0,0,1,0,0,0,0,0,0,0,1,0,,0,1,0.0
0,1.5634246647686687,1.610414765659759,0,1,1,1,1,1,0,1,1,1,1,1,1,0,1,0,,0,0,1.0
0,-1.277040579808332,0.32241148792349317,0,1,1,1,0,1,0,0,1,0,0,0,0,0,0,1,,1,0,0.0
0,-1.2364625048858033,0.505939554455875,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,,1,0,0.0
0,-1.1147282801182177,-0.4497291163163479,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,,1,0,0.0
0,-1.277040579808332,-0.5406664465801407,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,,0,0,1.0
0,1.6040027396911973,0.717575523069793,1,0,0,1,1,0,0,1,1,1,1,1,1,0,1,0,,0,0,0.0
1,-0.10027640705500306,0.8300071313959366,0,1,0,1,1,1,0,0,1,0,0,1,0,0,0,1,,1,0,0.0
0,1.1982219904659115,-0.1587296594722109,1,1,0,1,0,0,0,0,1,1,1,0,0,0,1,1,,0,0,1.0
0,0.7518631663180971,0.74072320713694,1,0,0,1,1,1,0,0,1,1,1,0,0,0,0,1,,1,0,0.0
0,-0.9929940553506318,0.9672398297940241,0,1,1,1,0,1,0,0,0,1,0,1,1,0,0,1,,1,0,0.0
0,-0.4249010064352317,0.654746094887536,0,0,1,1,1,1,0,0,0,0,0,0,1,0,0,1,,1,0,0.0
0,-0.26258870674511736,-1.2880059607480383,0,1,0,1,1,0,1,0,0,0,0,0,0,1,0,0,,0,1,0.0
0,1.5634246647686687,1.3326425568539917,1,1,0,1,0,1,0,0,1,1,1,1,1,0,1,1,,1,0,0.0
0,0.4272385669378685,-0.15046262944822975,0,1,1,0,0,0,0,1,0,1,1,1,1,1,0,1,,0,0,1.0
1,-0.9524159804281033,1.1755689863983494,1,0,0,1,1,1,0,0,0,1,0,1,1,0,0,1,,1,0,0.0
1,1.5634246647686687,1.1391940542928325,0,1,0,1,0,1,0,1,1,1,1,1,0,0,1,1,,1,0,0.0
0,0.34608241709281135,0.4927123064175049,0,0,0,1,0,0,0,1,0,1,1,1,1,1,0,1,,0,0,0.0
0,-0.5872133061253461,0.27115590177481,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,1,,1,0,0.0
0,1.3605342901560258,-1.3111536448151857,1,1,1,1,1,0,1,0,0,0,0,0,0,0,1,1,,0,0,1.0
1,1.3605342901560258,1.1854894224271268,0,1,0,1,1,1,0,0,1,0,0,1,1,0,0,1,,1,0,0.0
1,-1.1958844299632747,0.8630752514918613,1,0,0,1,1,1,0,0,0,1,0,1,0,0,0,0,,1,0,0.0
0,-0.7495256058154603,-0.31249641791826055,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,,0,0,1.0
0,0.8330193161631543,0.0016507229930237826,1,1,1,1,0,0,0,0,1,0,1,1,0,0,0,0,,0,0,1.0
0,0.26492626724775414,-1.47153402728042,1,1,0,1,0,0,1,0,0,0,0,0,0,0,1,1,,0,0,0.0
0,-1.155306355040746,0.8300071313959366,1,0,0,1,1,1,0,0,1,0,0,0,1,0,0,1,,1,0,0.0
0,-1.277040579808332,0.4827918703887276,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,1,,0,1,0.0
0,0.06203589263511127,-0.5009847024650312,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,,1,0,0.0
0,0.06203589263511127,-0.6646718969398582,1,1,1,0,0,0,0,0,0,1,1,1,0,0,0,1,,1,0,0.0
0,-0.10027640705500306,1.5045967813528,0,0,0,1,1,1,0,0,1,1,1,1,1,1,0,0,,0,0,1.0
0,0.34608241709281135,0.051252903136910784,0,1,1,1,0,0,0,0,1,0,1,0,1,1,0,1,,0,0,0.0
0,0.021457817712582688,0.9936943258707638,0,1,0,1,1,1,0,0,0,1,1,0,1,0,0,1,,0,0,1.0
0,0.5489727917054542,0.9821204838371904,1,1,0,1,1,1,0,0,1,1,0,1,0,1,0,1,,1,0,0.0
0,-1.277040579808332,-0.9887394738799201,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,0,1,0.0
0,-1.155306355040746,-0.5142119505034011,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,,1,0,0.0
0,0.95475354093074,0.6828539969690718,0,1,0,1,1,1,0,0,0,0,0,1,0,0,0,1,,0,0,0.0
0,-1.155306355040746,-1.463266997256439,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,,0,0,1.0
0,-1.277040579808332,-1.4897214933331788,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,,0,1,0.0
0,-1.277040579808332,-0.35052475602857386,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,,1,0,0.0
0,-0.019120257209945892,-0.9854326618703276,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,1,,1,0,0.0
1,-1.1958844299632747,0.5423144865613919,1,0,0,1,1,1,0,0,1,0,0,0,0,0,0,1,,1,0,0.0
0,-0.9929940553506318,-1.4963351173523636,1,1,1,1,0,0,1,0,0,0,0,0,0,0,1,0,,0,1,0.0
0,-1.2364625048858033,1.0218022279522996,1,0,0,1,0,1,0,0,0,1,0,1,1,0,0,1,,1,0,0.0
0,-1.277040579808332,-1.4731874332852164,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,,0,1,0.0
0,-0.2220106318225888,-0.380286064114906,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,,0,1,0.0
1,0.021457817712582688,1.4864093153000415,1,1,0,1,1,1,0,1,0,1,1,1,1,0,0,1,,0,0,0.0
0,1.1576439155433829,1.3690174889595086,0,1,0,1,1,1,0,0,0,1,1,1,1,0,0,1,,1,0,0.0
0,-1.277040579808332,-1.4682272152708278,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,,0,1,0.0
0,0.9141754660082114,0.4232692542160633,0,1,0,1,1,1,0,0,0,1,0,0,0,0,0,1,,1,0,0.0
0,1.6040027396911973,-1.314460456824778,0,1,1,1,1,0,1,0,0,0,0,0,0,0,1,0,,0,0,0.0
0,-1.155306355040746,-1.5244430194338996,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,,0,1,0.0
1,-1.1147282801182177,0.6812005909642757,1,0,0,1,0,1,0,0,1,0,0,0,1,0,0,1,,1,0,0.0
1,0.7924412412406258,1.297921030753271,1,1,0,1,1,1,0,1,0,1,0,1,1,0,0,1,,1,0,0.0
0,1.3605342901560258,0.3191046759139004,1,0,0,1,1,0,0,1,1,1,0,0,1,0,1,1,,0,0,1.0
0,-1.155306355040746,-1.4946817113475674,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,,0,1,0.0
1,1.6040027396911973,1.5161706233863734,0,1,0,1,1,1,0,0,1,1,1,1,1,0,1,1,,0,0,1.0
0,-1.2364625048858033,0.8663820635014541,0,0,0,1,0,1,0,1,1,0,0,1,0,0,0,1,,1,0,0.0
0,1.4011123650785544,-1.5112157713955297,0,1,1,1,0,0,1,0,0,0,0,0,0,0,1,1,,0,0,0.0
0,-0.34374485659017456,-0.41170077820603457,0,1,1,0,0,0,0,1,1,1,1,0,1,0,1,1,,0,1,0.0
0,-1.0335721302731604,1.0052681679043372,0,0,0,1,0,1,0,0,0,1,0,1,1,0,0,1,,1,0,0.0
0,-1.155306355040746,-1.3392615468967215,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,1,0,0.0
1,-1.2364625048858033,0.4497237502928029,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,1,,1,0,0.0
0,1.6040027396911973,-1.4483863432132729,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,,0,0,0.0
1,-0.9118379055055746,0.34225235998104775,1,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,,1,0,0.0
0,-1.277040579808332,-0.47618361239308776,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,,1,0,0.0
1,0.46781664186039706,0.7754447332376612,1,1,0,1,1,1,0,0,1,0,0,0,1,1,0,0,,0,1,0.0
0,-0.6277913810478746,0.9176376496501372,0,0,1,1,1,1,0,0,1,1,1,0,0,0,0,1,,0,0,1.0
0,1.0764877656983258,0.13723001538631474,1,1,0,1,1,0,0,1,0,0,1,0,1,1,0,1,,0,1,0.0
0,-0.5466352312028174,0.816779883357567,0,1,0,1,1,1,0,0,0,1,0,0,1,0,0,0,,0,1,0.0
0,1.6040027396911973,1.610414765659759,0,1,0,1,1,1,0,1,1,1,1,1,1,0,1,1,,0,0,0.0
0,-0.9118379055055746,-1.3376081408919251,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,,0,1,0.0
0,-0.18143255690006022,-1.4897214933331788,0,1,1,1,0,0,1,0,0,0,0,0,0,1,0,0,,0,1,0.0
0,0.183770117402697,-0.2050250276065054,1,1,1,1,0,0,0,1,0,1,1,0,0,1,0,1,,0,1,0.0
0,-0.790103680737989,0.6315984108203886,1,1,1,1,0,1,0,1,0,0,0,0,1,0,0,0,,1,0,0.0
0,0.9141754660082114,-1.5029487413715485,1,1,1,1,0,0,1,0,0,0,0,0,0,1,0,0,,0,1,0.0
0,-1.277040579808332,-0.982125849860735,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,,0,0,0.0
0,0.5083947167829257,1.4384605411609508,1,0,0,1,1,1,0,1,0,1,1,1,1,0,0,1,,0,0,1.0
1,1.4011123650785544,0.6249847868012036,1,1,0,1,1,1,0,1,1,0,0,0,0,0,0,0,,0,0,0.0
0,1.3199562152334972,1.3276823388396028,1,0,0,1,1,1,0,0,1,1,0,1,1,0,1,0,,0,0,1.0
0,1.6040027396911973,1.405392421065026,0,1,1,1,1,1,0,1,1,1,1,0,1,0,1,0,,0,0,1.0
0,-1.1958844299632747,-1.1673073223979133,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,,0,1,0.0
0,-0.26258870674511736,1.1755689863983494,0,0,0,1,1,1,0,0,0,1,0,1,1,0,0,1,,0,0,0.0
0,1.52284658984614,0.3439057659858439,0,1,1,1,0,0,0,1,0,0,1,1,1,0,1,0,,0,0,1.0
0,0.5083947167829257,-1.4748408392900125,1,1,1,1,0,0,1,0,0,0,0,0,0,0,1,0,,0,1,0.0
1,0.2243481923252256,0.171951541487036,1,0,0,1,0,0,0,0,1,1,1,1,0,1,0,1,,0,0,1.0
0,1.4822685149236117,-1.301233208786408,0,1,1,1,1,0,1,0,0,0,0,0,0,0,1,1,,0,0,0.0
1,0.5895508666279828,0.08266761722803931,0,1,0,1,1,0,0,1,1,1,0,0,0,0,0,1,,0,0,1.0
0,1.5634246647686687,-1.3392615468967215,1,1,0,1,1,0,1,0,0,0,0,0,0,0,1,0,,0,0,0.0
0,-0.9929940553506318,-1.49798852335716,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,,0,0,1.0
0,0.30550434217028277,1.0631373780722053,1,1,0,1,1,1,0,0,0,0,0,1,1,0,0,1,,0,0,0.0
1,1.1170658406208545,1.354136834916343,0,1,0,1,1,1,0,0,1,1,0,1,1,0,0,1,,1,0,0.0
0,-1.277040579808332,0.462950998331173,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,,1,0,0.0
0,1.3199562152334972,-1.3111536448151857,0,1,1,1,1,0,1,0,0,0,0,0,0,0,1,1,,0,0,0.0
0,-0.9118379055055746,0.5208202084990412,1,0,0,1,1,1,0,0,1,0,0,0,0,0,0,1,,0,0,0.0
0,1.5634246647686687,0.6563995008923321,1,1,1,1,1,1,0,0,1,0,1,0,0,0,1,1,,1,0,0.0
0,1.52284658984614,-0.15211603545302588,1,1,1,0,0,0,0,0,1,1,1,1,1,1,0,0,,1,0,0.0
0,0.95475354093074,-0.17030350150578458,1,1,1,1,0,0,0,1,1,1,0,0,0,0,1,1,,0,0,0.0
0,0.46781664186039706,0.997001137880356,0,1,0,1,1,1,0,1,1,1,1,0,0,0,0,1,,0,0,1.0
1,-0.9118379055055746,0.9110240256309522,1,1,0,1,0,1,0,0,1,1,1,1,0,0,0,1,,0,1,0.0
0,-0.8306817556605175,-0.5257857925369748,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,,0,0,0.0
0,0.8735973910856829,1.3012278427628632,1,1,0,1,1,1,0,0,1,1,0,1,1,0,0,1,,1,0,0.0
0,0.7112850913955685,1.4781422852760604,0,0,0,1,1,1,0,1,1,0,1,1,1,0,1,1,,1,0,0.0
0,1.3199562152334972,-0.20006480959211673,0,1,0,1,0,0,0,1,0,1,1,0,0,0,1,0,,0,0,1.0
0,1.2388000653884401,0.5489281105805769,0,1,0,1,1,1,0,0,1,0,0,0,0,0,0,1,,0,0,0.0
0,0.5489727917054542,-1.130932390292396,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,,0,0,0.0
0,-1.277040579808332,-0.4530359283259404,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,,0,1,0.0
0,-1.277040579808332,-0.6316037768439335,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,,0,1,0.0
0,0.5489727917054542,-0.35052475602857386,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,,0,0,1.0
1,0.4272385669378685,0.6580529068971283,1,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,,1,0,0.0
0,0.021457817712582688,0.25792865373644,1,1,0,1,1,0,0,1,1,1,0,1,0,0,0,1,,0,0,0.0
0,-1.1958844299632747,-0.682859362992617,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,,0,1,0.0
1,1.3605342901560258,1.5194774353959661,1,0,0,1,1,1,0,0,1,1,1,1,1,1,0,0,,0,0,1.0
0,-0.7089475308929317,-1.327687704863148,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0,1,,1,0,0.0
0,-0.5466352312028174,1.157381520345591,1,0,0,1,1,1,0,0,1,0,0,1,1,0,0,1,,1,0,0.0
0,-1.2364625048858033,-0.5671209426568806,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,,1,0,0.0
0,1.2793781403109687,0.03967906110333734,1,1,0,1,1,0,0,1,0,0,0,1,0,1,0,1,,0,0,1.0
0,-0.6683694559704032,-0.3654054100717401,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,,0,1,0.0
0,0.183770117402697,0.46129759232637685,0,0,0,1,1,0,0,1,1,1,1,1,0,0,0,1,,0,0,1.0
0,-0.790103680737989,-1.1011710822060639,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,,1,0,0.0
0,-0.18143255690006022,-0.4679165823691066,1,1,1,0,0,0,0,1,0,1,1,1,0,1,0,0,,0,1,0.0
0,-0.9524159804281033,0.6795471849594795,1,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,,1,0,0.0
0,0.10261396755763985,1.2367450085758098,1,0,0,1,0,1,0,0,1,1,0,1,1,1,0,1,,0,0,0.0
0,-0.9524159804281033,-0.5406664465801407,0,1,1,1,0,0,0,1,0,0,0,0,0,1,0,0,,0,1,0.0
0,-0.9929940553506318,-0.3042293878942794,0,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,,1,0,0.0
0,0.9141754660082114,0.42492266022085945,1,0,0,1,1,0,0,0,0,1,0,1,1,0,1,1,,0,0,0.0
1,-0.34374485659017456,0.945745551731673,0,1,0,1,1,1,0,0,0,0,0,1,1,0,0,1,,1,0,0.0
0,-0.5872133061253461,-0.2876953278463171,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,,0,1,0.0
0,1.6040027396911973,-0.16368987748659955,0,1,1,0,0,0,0,0,1,1,1,1,1,0,1,1,,1,0,0.0
0,1.4011123650785544,0.3356387359618627,0,1,0,1,1,0,0,1,1,1,0,0,1,1,0,0,,0,1,0.0
0,-0.5872133061253461,-0.3488713500237777,0,1,1,1,0,0,0,0,0,1,1,0,0,1,0,1,,0,0,1.0
1,1.0359096907757972,-0.6497912428966922,1,1,0,0,0,0,0,0,1,1,0,0,1,0,0,1,,1,0,0.0
